0.0 , 13247 , 0 , 0.2
0.0 , 46553 , 5 , 0.2
0.0 , 101846 , 10 , 0.2
0.03333333333333333 , 32 , 2 , 0.2
0.03333333333333333 , 405 , 7 , 0.2
0.03333333333333333 , 1706 , 12 , 0.2
0.06666666666666667 , 133 , 2 , 0.2
0.06666666666666667 , 828 , 7 , 0.2
0.06666666666666667 , 3236 , 12 , 0.2
0.1 , 82 , 2 , 0.2
0.1 , 380 , 7 , 0.2
0.1 , 1413 , 12 , 0.2
0.13333333333333333 , 1752 , 1 , 0.2
0.13333333333333333 , 7469 , 6 , 0.2
0.13333333333333333 , 21123 , 11 , 0.2
0.16666666666666666 , 144 , 2 , 0.2
0.16666666666666666 , 926 , 7 , 0.2
0.16666666666666666 , 3271 , 12 , 0.2
0.2 , 273 , 2 , 0.2
0.2 , 1579 , 7 , 0.2
0.2 , 4933 , 12 , 0.2
0.23333333333333334 , 96 , 2 , 0.2
0.23333333333333334 , 672 , 7 , 0.2
0.23333333333333334 , 2715 , 12 , 0.2
0.26666666666666666 , 1532 , 1 , 0.2
0.26666666666666666 , 5773 , 6 , 0.2
0.26666666666666666 , 18242 , 11 , 0.2
0.3 , 100 , 2 , 0.2
0.3 , 424 , 7 , 0.2
0.3 , 1482 , 12 , 0.2
0.3333333333333333 , 160 , 2 , 0.2
0.3333333333333333 , 1014 , 7 , 0.2
0.3333333333333333 , 3588 , 12 , 0.2
0.36666666666666664 , 69 , 2 , 0.2
0.36666666666666664 , 622 , 7 , 0.2
0.36666666666666664 , 2240 , 12 , 0.2
0.4 , 1534 , 1 , 0.2
0.4 , 5065 , 6 , 0.2
0.4 , 12456 , 11 , 0.2
0.43333333333333335 , 72 , 2 , 0.2
0.43333333333333335 , 520 , 7 , 0.2
0.43333333333333335 , 2134 , 12 , 0.2
0.4666666666666667 , 173 , 2 , 0.2
0.4666666666666667 , 855 , 7 , 0.2
0.4666666666666667 , 2716 , 12 , 0.2
0.5 , 59 , 2 , 0.2
0.5 , 225 , 7 , 0.2
0.5 , 927 , 12 , 0.2
0.5333333333333333 , 1127 , 1 , 0.2
0.5333333333333333 , 4599 , 6 , 0.2
0.5333333333333333 , 12767 , 11 , 0.2
0.5666666666666667 , 110 , 2 , 0.2
0.5666666666666667 , 648 , 7 , 0.2
0.5666666666666667 , 2182 , 12 , 0.2
0.6 , 214 , 2 , 0.2
0.6 , 1265 , 7 , 0.2
0.6 , 3959 , 12 , 0.2
0.6333333333333333 , 126 , 2 , 0.2
0.6333333333333333 , 783 , 7 , 0.2
0.6333333333333333 , 3261 , 12 , 0.2
0.6666666666666666 , 1285 , 1 , 0.2
0.6666666666666666 , 5183 , 6 , 0.2
0.6666666666666666 , 14743 , 11 , 0.2
0.7 , 149 , 2 , 0.2
0.7 , 519 , 7 , 0.2
0.7 , 1521 , 12 , 0.2
0.7333333333333333 , 386 , 2 , 0.2
0.7333333333333333 , 1929 , 7 , 0.2
0.7333333333333333 , 5846 , 12 , 0.2
0.7666666666666666 , 252 , 2 , 0.2
0.7666666666666666 , 1375 , 7 , 0.2
0.7666666666666666 , 4595 , 12 , 0.2
0.8 , 2104 , 1 , 0.2
0.8 , 7688 , 6 , 0.2
0.8 , 20519 , 11 , 0.2
0.8333333333333334 , 386 , 2 , 0.2
0.8333333333333334 , 2021 , 7 , 0.2
0.8333333333333334 , 5773 , 12 , 0.2
0.8666666666666667 , 549 , 2 , 0.2
0.8666666666666667 , 2486 , 7 , 0.2
0.8666666666666667 , 6841 , 12 , 0.2
0.9 , 127 , 2 , 0.2
0.9 , 547 , 7 , 0.2
0.9 , 1452 , 12 , 0.2
